qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
NZ_CABKPS010000009.1,GKMEOBAH_00132,87.117,163,19,2,1,162,1114,1275,5.47E-45,183
NZ_CABKPS010000009.1,OEHKKOLO_01489,87.117,163,19,2,1,162,1114,1275,5.47E-45,183
NZ_CABKPS010000011.1,KLLHFLHM_00263,83.5,200,27,5,1586,1782,1,197,8.79E-46,182
NZ_CABKPS010000035.1,GGLHANJG_00018,100,100,0,0,12180,12279,375,276,6.63E-46,185
NZ_CABKPS010000009.1,AOKOLGEM_01183,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,MGKMCJDE_01805,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,HKJDEIIE_01125,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,EKMAPMCI_00197,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,KELEOEKK_00796,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,JJHCJNPB_01993,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,EHEMMEGG_01902,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,CNAIGNGD_01861,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,CNAIGNGD_01239,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,NIHPEHPI_01165,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,BPLCMNEB_00861,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,CMOLIIFF_01274,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,DCFIEJJH_00364,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,KLKGMOCN_00514,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,HHFBGOOI_00465,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,EBPLPABM_00806,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,PGMCDPOI_00476,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,HGEGLIAE_01880,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,NLGPBGIK_00778,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,GPGJLEPI_01786,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,GPGJLEPI_00109,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,LCACIGIH_02071,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,GDKMOBFO_01150,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,GDKMOBFO_00590,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,LHFPLAOB_00686,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,CNFNFEIB_01869,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,AJEPGLMM_01077,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,FMMPFNMH_01704,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,PKIOBJML_01841,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,PKIOBJML_01027,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,PCIENLDN_01543,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,PCIENLDN_00287,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,JPBGCOLK_01324,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,AHCDDLMG_00933,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,EFALFPBD_00257,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,OLFPHEOK_02087,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,JMPJHDJI_01541,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,KPKKCFHK_00762,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,LDBAILDD_00438,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,LBJBJPCC_01706,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,OJNGEHOK_00074,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,EJGNDIDJ_00464,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,CHCLLDHC_01679,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,MOMCOGGP_01378,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,MNKDLJNK_01605,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,JBDCJDAI_00129,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,CFPKMEGN_01474,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,CFPKMEGN_00799,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,CNENGHLA_00524,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,NDKCCPAP_00190,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,NGONBCJP_00731,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,ICNPGPBB_01720,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,OEHKKOLO_00595,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,ACGCMIFI_01562,87.73,163,18,2,1,162,1114,1275,1.17E-46,189
NZ_CABKPS010000009.1,EKMAPMCI_00196,88.608,158,18,0,1,158,1114,1271,9.08E-48,193
NZ_CABKPS010000009.1,BHAHPLJF_01089,88.608,158,18,0,1,158,1114,1271,9.08E-48,193
NZ_CABKPS010000009.1,CGGHHGPE_01563,88.344,163,17,2,1,162,1114,1275,2.53E-48,195
NZ_CABKPS010000009.1,KGHIDMIL_00008,88.344,163,17,2,1,162,1114,1275,2.53E-48,195
NZ_CABKPS010000009.1,CNFNFEIB_00309,88.344,163,17,2,1,162,439,600,2.53E-48,195
NZ_CABKPS010000009.1,FGBGFLFL_00439,88.344,163,17,2,1,162,1114,1275,2.53E-48,195
NZ_CABKPS010000009.1,BIKDCKDB_01450,88.344,163,17,2,1,162,1114,1275,2.53E-48,195
NZ_CABKPS010000009.1,AGHFCPCB_01072,88.344,163,17,2,1,162,1114,1275,2.53E-48,195
NZ_CABKPS010000009.1,OEHNEABG_00277,88.344,163,17,2,1,162,1114,1275,2.53E-48,195
NZ_CABKPS010000009.1,DJEBBIJA_01402,88.344,163,17,2,1,162,1114,1275,2.53E-48,195
NZ_CABKPS010000009.1,DPGLHGEM_01124,88.344,163,17,2,1,162,1114,1275,2.53E-48,195
NZ_CABKPS010000009.1,PFOPBLNE_01360,88.344,163,17,2,1,162,1114,1275,2.53E-48,195
NZ_CABKPS010000009.1,JGCPKIOK_01806,88.344,163,17,2,1,162,1114,1275,2.53E-48,195
NZ_CABKPS010000009.1,KLLHFLHM_00263,88.344,163,17,2,1,162,706,867,2.53E-48,195
NZ_JBNPLY010000066.1,LELECALD_01432,98.276,116,2,0,1,116,116,1,3.38E-53,204
NZ_JBNPLY010000066.1,FDMBMIOF_01144,98.276,116,2,0,1,116,116,1,3.38E-53,204
NZ_JBNPLY010000066.1,MJGCHCAG_01435,100,116,0,0,1,116,116,1,1.56E-56,215
NZ_JBNPLY010000024.1,MJGCHCAG_01435,99.206,126,1,0,5239,5364,246,121,1.56E-58,228
NZ_CABKPS010000050.1,MJGCHCAG_01435,100,126,0,0,18728,18853,121,246,2.99E-60,233
NZ_CABKPS010000096.1,EHOAPHDI_00377,90.164,183,18,0,4797,4979,183,1,2.20E-61,239
NZ_JBNPLY010000026.1,EHOAPHDI_00377,90.164,183,18,0,18260,18442,1,183,6.63E-62,239
NZ_CABKPS010000015.1,CNFNFEIB_00309,77.358,424,88,7,37494,37913,516,97,4.46E-63,244
NZ_JBNPLY010000009.1,CNFNFEIB_00309,77.83,424,86,7,78497,78916,97,516,2.43E-66,255
NZ_CABKPS010000015.1,HEPEIOMC_01936,71.016,1211,311,31,37494,38684,1191,1,2.06E-66,255
NZ_CABKPS010000015.1,CNAIGNGD_01239,71.252,1214,303,38,37494,38684,1191,1,9.51E-70,267
NZ_CABKPS010000015.1,PKIOBJML_01027,71.252,1214,303,38,37494,38684,1191,1,9.51E-70,267
NZ_CABKPS010000015.1,JMPJHDJI_01541,71.252,1214,303,38,37494,38684,1191,1,9.51E-70,267
NZ_CABKPS010000015.1,MNKDLJNK_01605,71.205,1212,307,35,37494,38684,1191,1,9.51E-70,267
NZ_JBNPLY010000009.1,MHBFMLBC_02163,71.429,1218,294,44,77726,78916,1,1191,2.41E-71,272
NZ_JBNPLY010000009.1,EBPLPABM_00806,71.405,1217,296,40,77726,78916,1,1191,2.41E-71,272
NZ_JBNPLY010000009.1,CLNCBDDI_00068,71.405,1217,296,40,77726,78916,1,1191,2.41E-71,272
NZ_CABKPS010000015.1,GGLHANJG_00429,71.263,1211,308,32,37494,38684,1191,1,2.05E-71,272
NZ_CABKPS010000015.1,NIHPEHPI_01165,71.263,1211,308,32,37494,38684,1191,1,2.05E-71,272
NZ_CABKPS010000015.1,GDKMOBFO_01150,71.334,1214,302,38,37494,38684,1191,1,2.05E-71,272
NZ_CABKPS010000015.1,AHCDDLMG_00933,71.263,1211,308,33,37494,38684,1191,1,2.05E-71,272
NZ_CABKPS010000015.1,LBJBJPCC_01706,71.334,1214,302,38,37494,38684,1191,1,2.05E-71,272
NZ_CABKPS010000015.1,MOMCOGGP_01378,71.263,1211,308,32,37494,38684,1191,1,2.05E-71,272
NZ_CABKPS010000015.1,OEHKKOLO_01489,71.263,1211,308,32,37494,38684,1191,1,2.05E-71,272
NZ_JBNPLY010000009.1,HBEPKADD_00635,71.487,1217,295,40,77726,78916,1,1191,5.18E-73,278
NZ_JBNPLY010000009.1,OLFPHEOK_02087,71.487,1217,295,40,77726,78916,1,1191,5.18E-73,278
NZ_CABKPS010000015.1,ELBNIJGI_01795,71.346,1211,307,32,37494,38684,1191,1,4.40E-73,278
NZ_CABKPS010000015.1,MHBFMLBC_02163,71.37,1212,305,35,37494,38684,1191,1,4.40E-73,278
NZ_CABKPS010000015.1,DCFIEJJH_00364,71.346,1211,307,31,37494,38684,1191,1,4.40E-73,278
NZ_CABKPS010000015.1,EBPLPABM_00806,71.346,1211,307,31,37494,38684,1191,1,4.40E-73,278
NZ_CABKPS010000015.1,GPGJLEPI_01786,71.346,1211,307,32,37494,38684,1191,1,4.40E-73,278
NZ_CABKPS010000015.1,CLNCBDDI_00068,71.346,1211,307,31,37494,38684,1191,1,4.40E-73,278
NZ_CABKPS010000015.1,LHFPLAOB_00686,71.37,1212,305,34,37494,38684,1191,1,4.40E-73,278
NZ_CABKPS010000015.1,LDBAILDD_00438,71.393,1213,303,36,37494,38684,1191,1,4.40E-73,278
NZ_CABKPS010000015.1,JBDCJDAI_00129,71.346,1211,307,32,37494,38684,1191,1,4.40E-73,278
NZ_CABKPS010000015.1,CFPKMEGN_00799,71.346,1211,307,32,37494,38684,1191,1,4.40E-73,278
NZ_CABKPS010000015.1,NDKCCPAP_00190,71.417,1214,301,38,37494,38684,1191,1,4.40E-73,278
NZ_CABKPS010000015.1,ICNPGPBB_01720,71.417,1214,301,38,37494,38684,1191,1,4.40E-73,278
NZ_CABKPS010000015.1,ACGCMIFI_01562,71.417,1214,301,38,37494,38684,1191,1,4.40E-73,278
NZ_JBNPLY010000009.1,DHNJBMBM_01066,71.616,1219,290,45,77726,78916,1,1191,1.11E-74,283
NZ_JBNPLY010000009.1,HEPEIOMC_01936,71.546,1216,296,38,77726,78916,1,1191,1.11E-74,283
NZ_JBNPLY010000009.1,OAMAMMGM_00277,71.569,1217,294,40,77726,78916,1,1191,1.11E-74,283
NZ_JBNPLY010000009.1,CHCLLDHC_01679,71.569,1217,294,40,77726,78916,1,1191,1.11E-74,283
NZ_CABKPS010000015.1,MGKMCJDE_01805,71.429,1211,306,32,37494,38684,1191,1,9.45E-75,283
NZ_CABKPS010000015.1,CNAIGNGD_01861,71.452,1212,304,35,37494,38684,1191,1,9.45E-75,283
NZ_CABKPS010000015.1,HBEPKADD_00635,71.429,1211,306,31,37494,38684,1191,1,9.45E-75,283
NZ_CABKPS010000015.1,KLKGMOCN_00514,71.452,1212,304,35,37494,38684,1191,1,9.45E-75,283
NZ_CABKPS010000015.1,HGEGLIAE_01880,71.452,1212,304,35,37494,38684,1191,1,9.45E-75,283
NZ_CABKPS010000015.1,FGBGFLFL_00439,71.476,1213,302,37,37494,38684,1191,1,9.45E-75,283
NZ_CABKPS010000015.1,PKIOBJML_01841,71.452,1212,304,35,37494,38684,1191,1,9.45E-75,283
NZ_CABKPS010000015.1,OLFPHEOK_02087,71.429,1211,306,31,37494,38684,1191,1,9.45E-75,283
NZ_CABKPS010000015.1,CFPKMEGN_01474,71.452,1212,304,35,37494,38684,1191,1,9.45E-75,283
NZ_CABKPS010000015.1,CNENGHLA_00524,71.381,1209,310,29,37494,38684,1191,1,9.45E-75,283
NZ_CABKPS010000015.1,NGONBCJP_00731,71.429,1211,306,32,37494,38684,1191,1,9.45E-75,283
NZ_JBNPLY010000009.1,CNAIGNGD_01239,71.582,1214,299,37,77726,78916,1,1191,2.40E-76,289
NZ_JBNPLY010000009.1,HGEGLIAE_01880,71.675,1218,291,44,77726,78916,1,1191,2.40E-76,289
NZ_JBNPLY010000009.1,PKIOBJML_01027,71.582,1214,299,37,77726,78916,1,1191,2.40E-76,289
NZ_JBNPLY010000009.1,JMPJHDJI_01541,71.582,1214,299,37,77726,78916,1,1191,2.40E-76,289
NZ_CABKPS010000015.1,EHEMMEGG_01902,71.535,1212,303,35,37494,38684,1191,1,2.03E-76,289
NZ_CABKPS010000015.1,GGLHANJG_00583,71.535,1212,303,35,37494,38684,1191,1,2.03E-76,289
NZ_CABKPS010000015.1,DHNJBMBM_01066,71.558,1213,301,36,37494,38684,1191,1,2.03E-76,289
NZ_CABKPS010000015.1,GPGJLEPI_00109,71.464,1209,309,29,37494,38684,1191,1,2.03E-76,289
NZ_CABKPS010000015.1,LCACIGIH_02071,71.488,1210,307,31,37494,38684,1191,1,2.03E-76,289
NZ_CABKPS010000015.1,GDKMOBFO_00590,71.488,1210,307,32,37494,38684,1191,1,2.03E-76,289
NZ_CABKPS010000015.1,CFOHNOJF_01851,71.511,1211,305,32,37494,38684,1191,1,2.03E-76,289
NZ_CABKPS010000015.1,PCIENLDN_00287,71.464,1209,309,29,37494,38684,1191,1,2.03E-76,289
NZ_CABKPS010000015.1,OAMAMMGM_00277,71.511,1211,305,31,37494,38684,1191,1,2.03E-76,289
NZ_CABKPS010000015.1,KPKKCFHK_00762,71.535,1212,303,35,37494,38684,1191,1,2.03E-76,289
NZ_CABKPS010000015.1,CHCLLDHC_01679,71.511,1211,305,31,37494,38684,1191,1,2.03E-76,289
NZ_CABKPS010000015.1,OEHKKOLO_00595,71.535,1212,303,35,37494,38684,1191,1,2.03E-76,289
NZ_JBNPLY010000009.1,GGLHANJG_00429,71.594,1211,304,31,77726,78916,1,1191,5.15E-78,294
NZ_JBNPLY010000009.1,NIHPEHPI_01165,71.594,1211,304,31,77726,78916,1,1191,5.15E-78,294
NZ_JBNPLY010000009.1,GDKMOBFO_01150,71.664,1214,298,37,77726,78916,1,1191,5.15E-78,294
NZ_JBNPLY010000009.1,LBJBJPCC_01706,71.664,1214,298,37,77726,78916,1,1191,5.15E-78,294
NZ_JBNPLY010000009.1,MOMCOGGP_01378,71.594,1211,304,31,77726,78916,1,1191,5.15E-78,294
NZ_JBNPLY010000009.1,MNKDLJNK_01605,71.734,1217,292,40,77726,78916,1,1191,5.15E-78,294
NZ_JBNPLY010000009.1,NGONBCJP_00731,71.594,1211,304,31,77726,78916,1,1191,5.15E-78,294
NZ_JBNPLY010000009.1,OEHKKOLO_01489,71.594,1211,304,31,77726,78916,1,1191,5.15E-78,294
NZ_CABKPS010000015.1,JJHCJNPB_01993,71.594,1211,304,31,37494,38684,1191,1,4.36E-78,294
NZ_CABKPS010000015.1,KGNNDHGO_00080,71.547,1209,308,29,37494,38684,1191,1,4.36E-78,294
NZ_CABKPS010000015.1,HHFBGOOI_00465,71.617,1212,302,35,37494,38684,1191,1,4.36E-78,294
NZ_CABKPS010000015.1,CNFNFEIB_01869,71.641,1213,300,37,37494,38684,1191,1,4.36E-78,294
NZ_CABKPS010000015.1,JPBGCOLK_01324,71.547,1209,308,29,37494,38684,1191,1,4.36E-78,294
NZ_CABKPS010000015.1,GKMEOBAH_00132,71.617,1212,302,34,37494,38684,1191,1,4.36E-78,294
NZ_JBNPLY010000009.1,ELBNIJGI_01795,71.676,1211,303,31,77726,78916,1,1191,1.11E-79,300
NZ_JBNPLY010000009.1,GPGJLEPI_01786,71.676,1211,303,31,77726,78916,1,1191,1.11E-79,300
NZ_JBNPLY010000009.1,LHFPLAOB_00686,71.7,1212,301,33,77726,78916,1,1191,1.11E-79,300
NZ_JBNPLY010000009.1,AHCDDLMG_00933,71.793,1216,293,39,77726,78916,1,1191,1.11E-79,300
NZ_JBNPLY010000009.1,JBDCJDAI_00129,71.676,1211,303,31,77726,78916,1,1191,1.11E-79,300
NZ_JBNPLY010000009.1,CFPKMEGN_00799,71.676,1211,303,31,77726,78916,1,1191,1.11E-79,300
NZ_JBNPLY010000009.1,NDKCCPAP_00190,71.746,1214,297,37,77726,78916,1,1191,1.11E-79,300
NZ_JBNPLY010000009.1,ICNPGPBB_01720,71.746,1214,297,37,77726,78916,1,1191,1.11E-79,300
NZ_JBNPLY010000009.1,ACGCMIFI_01562,71.746,1214,297,37,77726,78916,1,1191,1.11E-79,300
NZ_CABKPS010000015.1,HKJDEIIE_01125,71.629,1209,307,29,37494,38684,1191,1,9.38E-80,300
NZ_CABKPS010000015.1,OBIFKDGN_00380,71.723,1213,299,37,37494,38684,1191,1,9.38E-80,300
NZ_CABKPS010000015.1,FFOBAGKA_00555,71.676,1211,303,31,37494,38684,1191,1,9.38E-80,300
NZ_JBNPLY010000009.1,MGKMCJDE_01805,71.759,1211,302,31,77726,78916,1,1191,2.38E-81,305
NZ_JBNPLY010000009.1,OBIFKDGN_00380,71.921,1218,288,43,77726,78916,1,1191,2.38E-81,305
NZ_JBNPLY010000009.1,DCFIEJJH_00364,71.875,1216,292,36,77726,78916,1,1191,2.38E-81,305
NZ_JBNPLY010000009.1,CFOHNOJF_01851,71.875,1216,292,37,77726,78916,1,1191,2.38E-81,305
NZ_JBNPLY010000009.1,LDBAILDD_00438,71.921,1218,288,41,77726,78916,1,1191,2.38E-81,305
NZ_CABKPS010000015.1,PCIENLDN_01543,71.759,1211,302,31,37494,38684,1191,1,2.02E-81,305
NZ_JBNPLY010000009.1,CNAIGNGD_01861,71.98,1217,289,40,77726,78916,1,1191,5.11E-83,311
NZ_JBNPLY010000009.1,KLKGMOCN_00514,71.98,1217,289,40,77726,78916,1,1191,5.11E-83,311
NZ_JBNPLY010000009.1,HHFBGOOI_00465,71.98,1217,289,40,77726,78916,1,1191,5.11E-83,311
NZ_JBNPLY010000009.1,CNFNFEIB_01869,72.003,1218,287,42,77726,78916,1,1191,5.11E-83,311
NZ_JBNPLY010000009.1,FGBGFLFL_00439,72.003,1218,287,42,77726,78916,1,1191,5.11E-83,311
